         table_name         |          column_name           |        data_type         | is_nullable |                            column_default                            
 invoices                   | subtotal                       | numeric                  | NO          | 0
 invoices                   | tax_amount                     | numeric                  | NO          | 0
 invoices                   | discount_amount                | numeric                  | NO          | 0
 invoices                   | total_amount                   | numeric                  | NO          | 0
 invoices                   | due_date                       | date                     | YES         | 
 invoices                   | paid_at                        | timestamp with time zone | YES         | 
 invoices                   | items                          | jsonb                    | YES         | '[]'::jsonb
 invoices                   | metadata                       | jsonb                    | YES         | '{}'::jsonb
 invoices                   | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 invoices                   | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 knowledge_bases            | kb_id                          | uuid                     | NO          | gen_random_uuid()
 knowledge_bases            | title                          | text                     | NO          | 
 knowledge_bases            | content                        | jsonb                    | NO          | 
 knowledge_bases            | tenant_id                      | uuid                     | YES         | 
 knowledge_bases            | updated_at                     | timestamp with time zone | NO          | now()
 llms                       | id                             | uuid                     | NO          | gen_random_uuid()
 llms                       | name                           | character varying        | NO          | 
 llms                       | provider                       | character varying        | NO          | 
 llms                       | model_version                  | character varying        | YES         | 
 llms                       | cost_per_token_input           | double precision         | NO          | 0.0
 llms                       | cost_per_token_output          | double precision         | NO          | 0.0
 llms                       | max_tokens_supported           | integer                  | YES         | 
 llms                       | supports_function_calling      | boolean                  | YES         | false
 llms                       | supports_vision                | boolean                  | YES         | false
 llms                       | supports_streaming             | boolean                  | YES         | true
 llms                       | context_window                 | integer                  | YES         | 
 llms                       | is_active                      | boolean                  | YES         | true
 llms                       | llm_metadata                   | jsonb                    | YES         | 
 llms                       | created_at                     | timestamp with time zone | NO          | now()
 llms                       | updated_at                     | timestamp with time zone | NO          | now()
 llms                       | tenant_id                      | uuid                     | YES         | 
 llms                       | status                         | character varying        | YES         | 'active'::character varying
 llms                       | health_status                  | character varying        | YES         | 'unknown'::character varying
 llms                       | response_time_avg_ms           | integer                  | YES         | 0
 llms                       | availability_percentage        | numeric                  | YES         | 99.9
 llms_conversations         | id                             | uuid                     | NO          | 
 llms_conversations         | user_id                        | uuid                     | NO          | 
 llms_conversations         | agent_id                       | uuid                     | YES         | 
 llms_conversations         | workspace_id                   | uuid                     | YES         | 
 llms_conversations         | title                          | character varying        | YES         | 
 llms_conversations         | status                         | character varying        | YES         | 
 llms_conversations         | message_count                  | integer                  | YES         | 
 llms_conversations         | total_tokens_used              | integer                  | YES         | 
 llms_conversations         | context                        | jsonb                    | YES         | 
 llms_conversations         | settings                       | jsonb                    | YES         | 
 llms_conversations         | last_message_at                | timestamp with time zone | YES         | 
 llms_conversations         | created_at                     | timestamp with time zone | NO          | now()
 llms_conversations         | updated_at                     | timestamp with time zone | NO          | now()
 llms_conversations         | tenant_id                      | uuid                     | NO          | 
 llms_conversations_turns   | id                             | uuid                     | NO          | gen_random_uuid()
 llms_conversations_turns   | conversation_id                | uuid                     | NO          | 
 llms_conversations_turns   | llm_id                         | uuid                     | NO          | 
 llms_conversations_turns   | first_used_at                  | timestamp with time zone | NO          | now()
 llms_conversations_turns   | last_used_at                   | timestamp with time zone | NO          | now()
 llms_conversations_turns   | message_count                  | integer                  | YES         | 0
 llms_conversations_turns   | total_input_tokens             | integer                  | YES         | 0
 llms_conversations_turns   | total_output_tokens            | integer                  | YES         | 0
 llms_conversations_turns   | total_cost_usd                 | double precision         | YES         | 0.0
 llms_conversations_turns   | tenant_id                      | uuid                     | YES         | 
 llms_conversations_turns   | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 llms_conversations_turns   | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 llms_messages              | id                             | uuid                     | NO          | 
 llms_messages              | conversation_id                | uuid                     | NO          | 
 llms_messages              | role                           | character varying        | NO          | 
 llms_messages              | content                        | text                     | NO          | 
 llms_messages              | attachments                    | jsonb                    | YES         | 
 llms_messages              | model_used                     | character varying        | YES         | 
 llms_messages              | model_provider                 | character varying        | YES         | 
 llms_messages              | tokens_used                    | integer                  | YES         | 
 llms_messages              | processing_time_ms             | integer                  | YES         | 
 llms_messages              | temperature                    | double precision         | YES         | 
 llms_messages              | max_tokens                     | integer                  | YES         | 
 llms_messages              | status                         | character varying        | YES         | 
 llms_messages              | error_message                  | text                     | YES         | 
 llms_messages              | created_at                     | timestamp with time zone | NO          | now()
 llms_messages              | updated_at                     | timestamp with time zone | YES         | now()
 llms_messages              | tenant_id                      | uuid                     | YES         | 
 llms_usage_logs            | id                             | uuid                     | NO          | gen_random_uuid()
 llms_usage_logs            | message_id                     | uuid                     | NO          | 
 llms_usage_logs            | user_id                        | uuid                     | NO          | 
 llms_usage_logs            | conversation_id                | uuid                     | NO          | 
 llms_usage_logs            | llm_id                         | uuid                     | NO          | 
 llms_usage_logs            | workspace_id                   | uuid                     | YES         | 
 llms_usage_logs            | input_tokens                   | integer                  | NO          | 0
 llms_usage_logs            | output_tokens                  | integer                  | NO          | 0
 llms_usage_logs            | total_tokens                   | integer                  | NO          | 0
 llms_usage_logs            | cost_usd                       | double precision         | NO          | 0.0
 llms_usage_logs            | latency_ms                     | integer                  | YES         | 
 llms_usage_logs            | api_status_code                | integer                  | YES         | 
 llms_usage_logs            | api_request_payload            | jsonb                    | YES         | 
 llms_usage_logs            | api_response_metadata          | jsonb                    | YES         | 
 llms_usage_logs            | user_api_key_used              | boolean                  | YES         | false
 llms_usage_logs            | model_settings                 | jsonb                    | YES         | 
 llms_usage_logs            | error_message                  | text                     | YES         | 
 llms_usage_logs            | status                         | character varying        | YES         | 'success'::character varying
 llms_usage_logs            | created_at                     | timestamp with time zone | NO          | now()
 llms_usage_logs            | tenant_id                      | uuid                     | YES         | 
 llms_usage_logs            | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 marketplace_components     | id                             | uuid                     | NO          | 
 marketplace_components     | name                           | character varying        | NO          | 
 marketplace_components     | description                    | text                     | YES         | 
 marketplace_components     | category                       | character varying        | NO          | 
 marketplace_components     | component_type                 | character varying        | NO          | 
 marketplace_components     | tags                           | ARRAY                    | YES         | 
 marketplace_components     | price                          | numeric                  | NO          | 0.00
 marketplace_components     | is_free                        | boolean                  | NO          | true
 marketplace_components     | author_id                      | uuid                     | NO          | 
 marketplace_components     | version                        | character varying        | NO          | '1.0.0'::character varying
 marketplace_components     | content                        | text                     | YES         | 
 marketplace_components     | component_metadata             | text                     | YES         | 
 marketplace_components     | downloads_count                | integer                  | NO          | 0
 marketplace_components     | rating_average                 | double precision         | NO          | 
 marketplace_components     | rating_count                   | integer                  | NO          | 
 marketplace_components     | is_featured                    | boolean                  | NO          | false
 marketplace_components     | is_approved                    | boolean                  | NO          | false
 marketplace_components     | status                         | character varying        | NO          | 'pending'::character varying
 marketplace_components     | created_at                     | timestamp with time zone | NO          | now()
 marketplace_components     | updated_at                     | timestamp with time zone | NO          | now()
 marketplace_components     | title                          | character varying        | NO          | 
 marketplace_components     | short_description              | character varying        | YES         | 
 marketplace_components     | subcategory                    | character varying        | YES         | 
 marketplace_components     | organization                   | character varying        | YES         | 
 marketplace_components     | configuration_schema           | jsonb                    | YES         | 
 marketplace_components     | dependencies                   | jsonb                    | YES         | 
 marketplace_components     | compatibility                  | jsonb                    | YES         | 
 marketplace_components     | documentation                  | text                     | YES         | 
 marketplace_components     | readme                         | text                     | YES         | 
 marketplace_components     | changelog                      | text                     | YES         | 
 marketplace_components     | examples                       | jsonb                    | YES         | 
 marketplace_components     | icon_url                       | character varying        | YES         | 
 marketplace_components     | screenshots                    | jsonb                    | YES         | 
 marketplace_components     | demo_url                       | character varying        | YES         | 
 marketplace_components     | video_url                      | character varying        | YES         | 
 marketplace_components     | currency                       | character varying        | YES         | 
 marketplace_components     | license_type                   | character varying        | YES         | 
 marketplace_components     | install_count                  | integer                  | NO          | 
 marketplace_components     | view_count                     | integer                  | NO          | 
 marketplace_components     | like_count                     | integer                  | NO          | 
 marketplace_components     | is_verified                    | boolean                  | NO          | 
 marketplace_components     | moderation_notes               | text                     | YES         | 
 marketplace_components     | keywords                       | jsonb                    | YES         | 
 marketplace_components     | search_vector                  | text                     | YES         | 
 marketplace_components     | popularity_score               | double precision         | NO          | 
 marketplace_components     | published_at                   | timestamp with time zone | YES         | 
 marketplace_components     | last_download_at               | timestamp with time zone | YES         | 
 marketplace_components     | tenant_id                      | uuid                     | YES         | 
 message_feedbacks          | id                             | uuid                     | NO          | gen_random_uuid()
 message_feedbacks          | message_id                     | uuid                     | NO          | 
 message_feedbacks          | user_id                        | uuid                     | NO          | 
 message_feedbacks          | rating_type                    | character varying        | NO          | 
 message_feedbacks          | rating_value                   | integer                  | YES         | 
 message_feedbacks          | feedback_text                  | text                     | YES         | 
 message_feedbacks          | feedback_category              | character varying        | YES         | 
 message_feedbacks          | improvement_suggestions        | text                     | YES         | 
 message_feedbacks          | is_public                      | boolean                  | YES         | false
 message_feedbacks          | feedback_metadata              | jsonb                    | YES         | 
 message_feedbacks          | created_at                     | timestamp with time zone | NO          | now()
 message_feedbacks          | updated_at                     | timestamp with time zone | NO          | now()
 message_feedbacks          | tenant_id                      | uuid                     | YES         | 
 node_categories            | id                             | uuid                     | NO          | 
 node_categories            | name                           | character varying        | NO          | 
 node_categories            | description                    | text                     | YES         | 
 node_categories            | icon                           | character varying        | YES         | 
 node_categories            | color                          | character varying        | YES         | 
 node_categories            | parent_id                      | uuid                     | YES         | 
 node_categories            | sort_order                     | integer                  | YES         | 
 node_categories            | is_active                      | boolean                  | YES         | 
 node_categories            | created_at                     | timestamp with time zone | YES         | now()
 node_categories            | tenant_id                      | uuid                     | YES         | 
 node_categories            | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 node_executions            | id                             | integer                  | NO          | nextval('synapscale_db.node_executions_id_seq'::regclass)
 node_executions            | execution_id                   | character varying        | YES         | 
 node_executions            | workflow_execution_id          | uuid                     | NO          | 
 node_executions            | node_id                        | uuid                     | NO          | 
 node_executions            | node_key                       | character varying        | NO          | 
 node_executions            | node_type                      | character varying        | NO          | 
 node_executions            | node_name                      | character varying        | YES         | 
 node_executions            | execution_order                | integer                  | NO          | 
 node_executions            | input_data                     | jsonb                    | YES         | 
 node_executions            | output_data                    | jsonb                    | YES         | 
 node_executions            | config_data                    | jsonb                    | YES         | 
 node_executions            | started_at                     | timestamp with time zone | YES         | 
 node_executions            | completed_at                   | timestamp with time zone | YES         | 
 node_executions            | timeout_at                     | timestamp with time zone | YES         | 
 node_executions            | duration_ms                    | integer                  | YES         | 
 node_executions            | execution_log                  | text                     | YES         | 
 node_executions            | error_message                  | text                     | YES         | 
 node_executions            | error_details                  | jsonb                    | YES         | 
 node_executions            | debug_info                     | jsonb                    | YES         | 
 node_executions            | retry_count                    | integer                  | YES         | 
 node_executions            | max_retries                    | integer                  | YES         | 
 node_executions            | retry_delay                    | integer                  | YES         | 
 node_executions            | dependencies                   | jsonb                    | YES         | 
 node_executions            | dependents                     | jsonb                    | YES         | 
 node_executions            | metadata                       | jsonb                    | YES         | 
 node_executions            | created_at                     | timestamp with time zone | YES         | now()
 node_executions            | updated_at                     | timestamp with time zone | YES         | now()
 node_executions            | tenant_id                      | uuid                     | YES         | 
 node_ratings               | id                             | uuid                     | NO          | 
 node_ratings               | node_id                        | uuid                     | NO          | 
 node_ratings               | user_id                        | uuid                     | NO          | 
 node_ratings               | rating                         | integer                  | NO          | 
 node_ratings               | created_at                     | timestamp with time zone | YES         | now()
 node_ratings               | updated_at                     | timestamp with time zone | YES         | now()
 node_ratings               | tenant_id                      | uuid                     | YES         | 
 node_templates             | id                             | uuid                     | NO          | 
 node_templates             | name                           | character varying        | NO          | 
 node_templates             | description                    | text                     | YES         | 
 node_templates             | category                       | character varying        | YES         | 
 node_templates             | code_template                  | text                     | NO          | 
 node_templates             | input_schema                   | jsonb                    | NO          | 
 node_templates             | output_schema                  | jsonb                    | NO          | 
 node_templates             | parameters_schema              | jsonb                    | YES         | 
 node_templates             | icon                           | character varying        | YES         | 
 node_templates             | color                          | character varying        | YES         | 
 node_templates             | documentation                  | text                     | YES         | 
 node_templates             | examples                       | jsonb                    | YES         | 
 node_templates             | is_system                      | boolean                  | YES         | 
 node_templates             | is_active                      | boolean                  | YES         | 
 node_templates             | created_at                     | timestamp with time zone | YES         | now()
 node_templates             | tenant_id                      | uuid                     | YES         | 
 node_templates             | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 nodes                      | id                             | uuid                     | NO          | 
 nodes                      | name                           | character varying        | NO          | 
 nodes                      | category                       | character varying        | NO          | 
 nodes                      | description                    | text                     | YES         | 
 nodes                      | version                        | character varying        | NO          | '1.0.0'::character varying
 nodes                      | definition                     | jsonb                    | NO          | 
 nodes                      | is_public                      | boolean                  | NO          | false
 nodes                      | created_at                     | timestamp with time zone | YES         | now()
 nodes                      | updated_at                     | timestamp with time zone | YES         | now()
 nodes                      | code_template                  | text                     | NO          | 
 nodes                      | input_schema                   | jsonb                    | NO          | 
 nodes                      | output_schema                  | jsonb                    | NO          | 
 nodes                      | parameters_schema              | jsonb                    | YES         | 
 nodes                      | icon                           | character varying        | YES         | 
 nodes                      | color                          | character varying        | YES         | 
 nodes                      | documentation                  | text                     | YES         | 
 nodes                      | examples                       | jsonb                    | YES         | 
 nodes                      | downloads_count                | integer                  | YES         | 
 nodes                      | usage_count                    | integer                  | YES         | 
 nodes                      | rating_average                 | integer                  | YES         | 
 nodes                      | rating_count                   | integer                  | YES         | 
 nodes                      | user_id                        | uuid                     | NO          | 
 nodes                      | workspace_id                   | uuid                     | YES         | 
 nodes                      | tenant_id                      | uuid                     | YES         | 
 nodes                      | status                         | character varying        | YES         | 'active'::character varying
 nodes                      | timeout_seconds                | integer                  | YES         | 300
 nodes                      | retry_count                    | integer                  | YES         | 3
 password_reset_tokens      | id                             | uuid                     | NO          | 
 password_reset_tokens      | token                          | character varying        | NO          | 
 password_reset_tokens      | user_id                        | uuid                     | NO          | 
 password_reset_tokens      | expires_at                     | timestamp with time zone | NO          | 
 password_reset_tokens      | is_used                        | boolean                  | YES         | 
 password_reset_tokens      | created_at                     | timestamp with time zone | YES         | now()
 password_reset_tokens      | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_customers          | id                             | uuid                     | NO          | gen_random_uuid()
 payment_customers          | tenant_id                      | uuid                     | NO          | 
 payment_customers          | provider_id                    | uuid                     | NO          | 
 payment_customers          | external_customer_id           | character varying        | NO          | 
 payment_customers          | customer_data                  | jsonb                    | YES         | '{}'::jsonb
 payment_customers          | is_active                      | boolean                  | YES         | true
 payment_customers          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_customers          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_methods            | id                             | uuid                     | NO          | gen_random_uuid()
 payment_methods            | customer_id                    | uuid                     | NO          | 
 payment_methods            | external_method_id             | character varying        | NO          | 
 payment_methods            | type                           | character varying        | NO          | 
 payment_methods            | last4                          | character varying        | YES         | 
 payment_methods            | brand                          | character varying        | YES         | 
 payment_methods            | exp_month                      | integer                  | YES         | 
 payment_methods            | exp_year                       | integer                  | YES         | 
 payment_methods            | is_default                     | boolean                  | YES         | false
 payment_methods            | is_active                      | boolean                  | YES         | true
 payment_methods            | metadata                       | jsonb                    | YES         | '{}'::jsonb
 payment_methods            | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_methods            | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_methods            | tenant_id                      | uuid                     | YES         | 
 payment_providers          | id                             | uuid                     | NO          | gen_random_uuid()
 payment_providers          | name                           | character varying        | NO          | 
 payment_providers          | display_name                   | character varying        | NO          | 
 payment_providers          | is_active                      | boolean                  | YES         | true
 payment_providers          | config                         | jsonb                    | YES         | '{}'::jsonb
 payment_providers          | webhook_secret                 | character varying        | YES         | 
 payment_providers          | api_version                    | character varying        | YES         | 
 payment_providers          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_providers          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 payment_providers          | tenant_id                      | uuid                     | YES         | 
 plan_entitlements          | id                             | uuid                     | NO          | gen_random_uuid()
 plan_entitlements          | plan_id                        | uuid                     | NO          | 
 plan_entitlements          | feature_id                     | uuid                     | NO          | 
 plan_entitlements          | limit_value                    | integer                  | YES         | 
 plan_entitlements          | is_unlimited                   | boolean                  | YES         | false
 plan_entitlements          | metadata                       | jsonb                    | YES         | '{}'::jsonb
 plan_entitlements          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_entitlements          | tenant_id                      | uuid                     | YES         | 
 plan_entitlements          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_features              | id                             | uuid                     | NO          | gen_random_uuid()
 plan_features              | plan_id                        | uuid                     | NO          | 
 plan_features              | feature_id                     | uuid                     | NO          | 
 plan_features              | is_enabled                     | boolean                  | YES         | true
 plan_features              | config                         | jsonb                    | YES         | '{}'::jsonb
 plan_features              | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_features              | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_provider_mappings     | id                             | uuid                     | NO          | gen_random_uuid()
 plan_provider_mappings     | plan_id                        | uuid                     | NO          | 
 plan_provider_mappings     | provider_id                    | uuid                     | NO          | 
 plan_provider_mappings     | external_plan_id               | character varying        | NO          | 
 plan_provider_mappings     | external_price_id              | character varying        | YES         | 
 plan_provider_mappings     | is_active                      | boolean                  | YES         | true
 plan_provider_mappings     | config                         | jsonb                    | YES         | '{}'::jsonb
 plan_provider_mappings     | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_provider_mappings     | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 plan_provider_mappings     | tenant_id                      | uuid                     | YES         | 
 plans                      | id                             | uuid                     | NO          | 
 plans                      | name                           | character varying        | NO          | 
 plans                      | slug                           | character varying        | NO          | 
 plans                      | description                    | text                     | YES         | 
 plans                      | price_monthly                  | double precision         | NO          | 0.0
 plans                      | price_yearly                   | double precision         | NO          | 0.0
 plans                      | max_workspaces                 | integer                  | NO          | 1
 plans                      | max_members_per_workspace      | integer                  | NO          | 1
 plans                      | max_projects_per_workspace     | integer                  | NO          | 10
 plans                      | max_storage_mb                 | integer                  | NO          | 100
 plans                      | max_executions_per_month       | integer                  | NO          | 100
 plans                      | allow_collaborative_workspaces | boolean                  | NO          | false
 plans                      | allow_custom_domains           | boolean                  | NO          | false
 plans                      | allow_api_access               | boolean                  | NO          | false
 plans                      | allow_advanced_analytics       | boolean                  | NO          | false
 plans                      | allow_priority_support         | boolean                  | NO          | false
 plans                      | is_active                      | boolean                  | NO          | true
 plans                      | is_public                      | boolean                  | NO          | true
 plans                      | created_at                     | timestamp with time zone | NO          | now()
 plans                      | updated_at                     | timestamp with time zone | NO          | now()
 plans                      | status                         | character varying        | YES         | 'active'::character varying
 plans                      | version                        | character varying        | YES         | '1.0.0'::character varying
 plans                      | sort_order                     | integer                  | YES         | 0
 project_collaborators      | id                             | uuid                     | NO          | 
 project_collaborators      | project_id                     | uuid                     | NO          | 
 project_collaborators      | user_id                        | uuid                     | NO          | 
 project_collaborators      | can_edit                       | boolean                  | NO          | 
 project_collaborators      | can_comment                    | boolean                  | NO          | 
 project_collaborators      | can_share                      | boolean                  | NO          | 
 project_collaborators      | can_delete                     | boolean                  | NO          | 
 project_collaborators      | is_online                      | boolean                  | NO          | 
 project_collaborators      | current_cursor_position        | jsonb                    | YES         | 
 project_collaborators      | last_edit_at                   | timestamp with time zone | YES         | 
 project_collaborators      | added_at                       | timestamp with time zone | NO          | 
 project_collaborators      | last_seen_at                   | timestamp with time zone | NO          | 
 project_collaborators      | tenant_id                      | uuid                     | YES         | 
 project_collaborators      | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 project_collaborators      | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 project_comments           | id                             | uuid                     | NO          | 
 project_comments           | project_id                     | uuid                     | NO          | 
 project_comments           | user_id                        | uuid                     | NO          | 
 project_comments           | parent_id                      | uuid                     | YES         | 
 project_comments           | content                        | text                     | NO          | 
 project_comments           | content_type                   | character varying        | NO          | 
 project_comments           | node_id                        | character varying        | YES         | 
 project_comments           | position_x                     | double precision         | YES         | 
 project_comments           | position_y                     | double precision         | YES         | 
 project_comments           | is_resolved                    | boolean                  | NO          | 
 project_comments           | is_edited                      | boolean                  | NO          | 
 project_comments           | created_at                     | timestamp with time zone | NO          | 
 project_comments           | updated_at                     | timestamp with time zone | NO          | 
 project_comments           | resolved_at                    | timestamp with time zone | YES         | 
 project_comments           | tenant_id                      | uuid                     | YES         | 
 project_versions           | id                             | uuid                     | NO          | 
 project_versions           | project_id                     | uuid                     | NO          | 
 project_versions           | user_id                        | uuid                     | NO          | 
 project_versions           | version_number                 | integer                  | NO          | 
 project_versions           | version_name                   | character varying        | YES         | 
 project_versions           | description                    | text                     | YES         | 
 project_versions           | workflow_data                  | jsonb                    | NO          | 
 project_versions           | changes_summary                | jsonb                    | YES         | 
 project_versions           | file_size                      | integer                  | YES         | 
 project_versions           | checksum                       | character varying        | YES         | 
 project_versions           | is_major                       | boolean                  | NO          | 
 project_versions           | is_auto_save                   | boolean                  | NO          | 
 project_versions           | created_at                     | timestamp with time zone | NO          | 
 project_versions           | tenant_id                      | uuid                     | YES         | 
 project_versions           | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_permissions           | id                             | uuid                     | NO          | gen_random_uuid()
 rbac_permissions           | key                            | character varying        | NO          | 
 rbac_permissions           | description                    | text                     | YES         | 
 rbac_permissions           | category                       | character varying        | YES         | 
 rbac_permissions           | resource                       | character varying        | YES         | 
 rbac_permissions           | action                         | character varying        | YES         | 
 rbac_permissions           | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_permissions           | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_permissions           | tenant_id                      | uuid                     | YES         | 
 rbac_role_permissions      | id                             | uuid                     | NO          | gen_random_uuid()
 rbac_role_permissions      | role_id                        | uuid                     | NO          | 
 rbac_role_permissions      | permission_id                  | uuid                     | NO          | 
 rbac_role_permissions      | granted                        | boolean                  | YES         | true
 rbac_role_permissions      | conditions                     | jsonb                    | YES         | '{}'::jsonb
 rbac_role_permissions      | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_role_permissions      | tenant_id                      | uuid                     | YES         | 
 rbac_role_permissions      | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_roles                 | id                             | uuid                     | NO          | gen_random_uuid()
 rbac_roles                 | name                           | character varying        | NO          | 
 rbac_roles                 | description                    | text                     | YES         | 
 rbac_roles                 | is_system                      | boolean                  | YES         | false
 rbac_roles                 | metadata                       | jsonb                    | YES         | '{}'::jsonb
 rbac_roles                 | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_roles                 | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 rbac_roles                 | tenant_id                      | uuid                     | YES         | 
 refresh_tokens             | id                             | uuid                     | NO          | 
 refresh_tokens             | token                          | character varying        | NO          | 
 refresh_tokens             | user_id                        | uuid                     | NO          | 
 refresh_tokens             | expires_at                     | timestamp with time zone | NO          | 
 refresh_tokens             | is_revoked                     | boolean                  | YES         | 
 refresh_tokens             | created_at                     | timestamp with time zone | YES         | now()
 refresh_tokens             | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 report_executions          | id                             | uuid                     | NO          | 
 report_executions          | report_id                      | uuid                     | NO          | 
 report_executions          | user_id                        | uuid                     | YES         | 
 report_executions          | execution_type                 | character varying        | NO          | 
 report_executions          | parameters                     | json                     | YES         | 
 report_executions          | status                         | character varying        | NO          | 
 report_executions          | result_data                    | json                     | YES         | 
 report_executions          | error_message                  | text                     | YES         | 
 report_executions          | execution_time_ms              | integer                  | YES         | 
 report_executions          | rows_processed                 | integer                  | YES         | 
 report_executions          | data_size_bytes                | integer                  | YES         | 
 report_executions          | started_at                     | timestamp with time zone | NO          | 
 report_executions          | completed_at                   | timestamp with time zone | YES         | 
 report_executions          | tenant_id                      | uuid                     | YES         | 
 report_executions          | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 report_executions          | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 subscriptions              | id                             | uuid                     | NO          | gen_random_uuid()
 subscriptions              | tenant_id                      | uuid                     | NO          | 
 subscriptions              | plan_id                        | uuid                     | NO          | 
 subscriptions              | provider_id                    | uuid                     | YES         | 
 subscriptions              | external_subscription_id       | character varying        | YES         | 
 subscriptions              | status                         | character varying        | NO          | 'active'::character varying
 subscriptions              | current_period_start           | timestamp with time zone | YES         | 
 subscriptions              | current_period_end             | timestamp with time zone | YES         | 
 subscriptions              | trial_start                    | timestamp with time zone | YES         | 
 subscriptions              | trial_end                      | timestamp with time zone | YES         | 
 subscriptions              | cancel_at_period_end           | boolean                  | YES         | false
 subscriptions              | canceled_at                    | timestamp with time zone | YES         | 
 subscriptions              | ended_at                       | timestamp with time zone | YES         | 
 subscriptions              | payment_method_id              | uuid                     | YES         | 
 subscriptions              | coupon_id                      | uuid                     | YES         | 
 subscriptions              | quantity                       | integer                  | YES         | 1
 subscriptions              | discount_amount                | numeric                  | YES         | 0
 subscriptions              | tax_percent                    | numeric                  | YES         | 0
 subscriptions              | metadata                       | jsonb                    | YES         | '{}'::jsonb
 subscriptions              | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 subscriptions              | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 system_health              | component                      | text                     | YES         | 
 system_health              | status                         | text                     | YES         | 
 system_health              | last_check                     | timestamp with time zone | YES         | 
 system_health              | metrics                        | json                     | YES         | 
 system_performance_metrics | id                             | integer                  | NO          | nextval('synapscale_db.system_performance_metrics_id_seq'::regclass)
 system_performance_metrics | metric_name                    | character varying        | NO          | 
 system_performance_metrics | metric_type                    | character varying        | NO          | 
 system_performance_metrics | service                        | character varying        | NO          | 
 system_performance_metrics | environment                    | character varying        | NO          | 
 system_performance_metrics | value                          | double precision         | NO          | 
 system_performance_metrics | unit                           | character varying        | YES         | 
 system_performance_metrics | tags                           | jsonb                    | YES         | 
 system_performance_metrics | timestamp                      | timestamp with time zone | NO          | 
 system_performance_metrics | tenant_id                      | uuid                     | YES         | 
 system_performance_metrics | created_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 system_performance_metrics | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 tags                       | id                             | uuid                     | NO          | gen_random_uuid()
 tags                       | target_type                    | character varying        | NO          | 
 tags                       | target_id                      | uuid                     | NO          | 
 tags                       | tag_name                       | character varying        | NO          | 
 tags                       | tag_value                      | text                     | YES         | 
 tags                       | tag_category                   | character varying        | YES         | 
 tags                       | is_system_tag                  | boolean                  | YES         | false
 tags                       | created_by_user_id             | uuid                     | YES         | 
 tags                       | auto_generated                 | boolean                  | YES         | false
 tags                       | confidence_score               | double precision         | YES         | 
 tags                       | tag_metadata                   | jsonb                    | YES         | 
 tags                       | created_at                     | timestamp with time zone | NO          | now()
 tags                       | tenant_id                      | uuid                     | YES         | 
 tags                       | updated_at                     | timestamp with time zone | YES         | CURRENT_TIMESTAMP
 template_collections       | id                             | integer                  | NO          | nextval('synapscale_db.template_collections_id_seq'::regclass)
 template_collections       | collection_id                  | character varying        | YES         | 
 template_collections       | name                           | character varying        | NO          | 
